Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
KNN MANAGEMENT LLC                           ,415008,6033604520010002,5100 PACIFIC HWY              ,                         ,FERNDALE                ,WA,WHATCOM,982488927,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131231,2539518530,
KUSH                                         ,420336,6024490320010004,11834 NE 90TH ST              ,                         ,KIRKLAND                ,WA,KING,980335814,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180228,4252693242,
KUSH                                         ,422980,6024490320010006,26207 MAPLE VALLEY-BLK DIAM RD,STE H                    ,MAPLE VALLEY            ,WA,KING,98038    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4252693242,
KUSH KLUB                                    ,421876,6040720270010001,17547 15TH AVE NE             ,                         ,SHORELINE               ,WA,KING,981553801,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,2066968327,
KUSH POINTE                                  ,421630,6033042060010002,11811 MUKILTEO SPEEDWAY       ,UNIT 111                 ,MUKILTEO                ,WA,SNOHOMISH,982755442,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2065795394,
KUSHMAN                                      ,415287,6027085610010002,11110 MUKILTEO SPEEDWAY       ,SUITE 102                ,MUKILTEO                ,WA,SNOHOMISH,982755450,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180130,4254441575,
KUSHMAN                                      ,421552,6027085610010004,15804 HIGHWAY 99 UNIT A       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871426,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180413,4254441575,
KUSHMAN                                      ,422380,6027085610010007,8921 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982082626,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180501,4254441575,
KUSHMAN                                      ,426731,6027085610010009,8911 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982082626,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180501,4254441575,
KUSHMART                                     ,414520,6033472500010002,6309 EVERGREEN WAY STE C      ,                         ,EVERETT                 ,WA,SNOHOMISH,982034559,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171027,2067691282,
KUSHMART SOUTH EVERETT                       ,416102,6035539770010001,13220 HWY 99 S                ,                         ,EVERETT                 ,WA,SNOHOMISH,982045424,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,2069724990,
L & M MANAGEMENT LLC                         ,421375,6034157540010004,6611 KITSAP WAY               ,                         ,BREMERTON               ,WA,KITSAP,983121741,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151124,3607102404,
LA PUSH KUSH                                 ,413695,6018306250010003,100 LA PUSH RD STE 602        ,                         ,FORKS                   ,WA,CLALLAM,983319406,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20150930,5416109508,
LA PUSH KUSH                                 ,419178,6018306250010004,100 LA PUSH RD STE 602        ,                         ,FORKS                   ,WA,CLALLAM,983319406,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20150304,5416109508,
LAST STOP POT SHOP                           ,415509,6033594910010001,"41711 STATE ROUTE 2, #1       ",                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180213,3602178951,
LAWRENCE ENTERPRISES                         ,414881,6033579990010001,322 DANIEL LN                 ,                         ,FRIDAY HARBOR           ,WA,SAN JUAN,982500000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140101,3603785575,
LEGAL MARIJUANA SUPERSTORE                   ,417880,6033573230010003,3610 BETHEL RD SE             ,SUITE 100                ,PORT ORCHARD            ,WA,KITSAP,983670000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,3603401009,
LIVING WELL ENTERPRISES                      ,414454,6033394100010007,19001 VASHON HIGHWAY SOUTHWEST,                         ,VASHON ISLAND           ,WA,KING,980700000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180215,2062612916,
LIVING WELL ENTERPRISES                      ,420741,6033394100010004,17730 AMBAUM BLVD S UNIT E    ,                         ,BURIEN                  ,WA,KING,981481785,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171221,2068128092,
LIVING WELL ENTERPRISES                      ,421812,6033394100010005,18850 103RD AVE SW UNIT 103   ,                         ,VASHON                  ,WA,KING,980705250,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180215,2062612916,
LOCAL POT SHOP                               ,422826,6036041860010001,2810 MARINE VIEW DR           ,                         ,TACOMA                  ,WA,PIERCE,984223505,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2532820403,
LOCAL ROOTS                                  ,415406,6041299620010001,13224 HWY 99 STE A            ,                         ,EVERETT                 ,WA,SNOHOMISH,982045424,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180614,4253617878,
LOCAL ROOTS MARIJUANA                        ,415216,6034419620010001,8411 SR 92 STE 5              ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982520000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3603227122,
LOCAL ROOTS MARIJUANA                        ,415222,6034419610010001,"212 W WINESAP RD STE 101, 102 ",                         ,BOTHELL                 ,WA,SNOHOMISH,980129210,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,4256737420,
LOCAL ROOTS MARIJUANA                        ,415425,6034419750010001,1912 201ST PLACE SE #202      ,                         ,BOTHELL                 ,WA,SNOHOMISH,980120000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170831,4259495389,
LOCAL ROOTS MARIJUANA                        ,425493,6034419750010002,517 128TH ST SW STE B         ,                         ,EVERETT                 ,WA,SNOHOMISH,982047311,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180315,4252909000,
LOCALAMSTER                                  ,414243,6041937950010001,1006 CALIFORNIA WAY           ,                         ,LONGVIEW                ,WA,COWLITZ,986321615,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180326,3603533628,
LOCALS CANNA HOUSE                           ,414823,6033588730010001,9616 E SPRAGUE AVE            ,STE B                    ,SPOKANE VALLEY          ,WA,SPOKANE,992060000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171201,5092946552,
LONGVIEW FREEDOM MARKET                      ,413544,6033544480010001,971 14TH AVE STE 110          ,                         ,LONGVIEW                ,WA,COWLITZ,986324049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180727,3606360420,
LOVELY BUDS                                  ,422278,6035877900010001,4107 E SPRAGUE AVE            ,                         ,SPOKANE                 ,WA,SPOKANE,992024850,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180712,2082904347,
LOVELY BUDS NORTH                            ,422350,6035879370010001,827 E FRANCIS AVE             ,                         ,SPOKANE                 ,WA,SPOKANE,992083638,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180405,4065465411,
LOVING FARMS                                 ,412370,6033482370010001,2615 OLD HIGHWAY 99 S         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982730000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171113,3605405168,
LTTLE MOON TRADING COMPANY                   ,413820,6033579400010001,9601 EL CAMINO LN SE          ,                         ,YELM                    ,WA,THURSTON,985978717,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131217,3602642775,
LUCID                                        ,414963,6033590350010001,4820 YELM HWY SE SUITE D      ,                         ,LACEY                   ,WA,THURSTON,985033402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180227,5304010839,
LUCID                                        ,415429,6033590350010002,7294 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,5304010839,
"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA    ",422194,6024649910010005,3310 AUBURN WAY N STE C/D     ,                         ,AUBURN                  ,WA,KING,980021800,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180308,2539732476,
LUCID CANNABIS COMPANY                       ,420497,6035725900010001,11414 N. NEWPORT HWY          ,                         ,SPOKANE                 ,WA,SPOKANE,992181616,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180202,2532269284,
LUCID CHENEY                                 ,413504,6033498370010001,25023 E APPLEWAY AVE          ,                         ,LIBERTY LAKE            ,WA,SPOKANE,990199545,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161107,2539855872,
LUCID PUYALLUP                               ,352673,6016367550010006,7924 RIVER ROAD               ,                         ,PUYALLUP                ,WA,PIERCE,983713839,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180725,2539732476,
LUCKY DOOBIE LLC                             ,421331,6035924240010002,1513 BASIN ST SW STE A        ,                         ,EPHRATA                 ,WA,GRANT,988232165,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2535140955,
LUCKY LEAF                                   ,422442,6033514230010003,1111 W 1ST AVE STE A          ,                         ,SPOKANE                 ,WA,SPOKANE,992014005,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180718,5095194248,
LUSCIOUS LEAF                                ,413245,6035146970010001,1392 W PINE ST  STE B         ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993629496,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171227,5096432777,
LUX POT SHOP                                 ,414160,6034151100010001,10333 LAKE CITY WAY NE #101   ,                         ,SEATTLE                 ,WA,KING,981257737,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180618,2069791960,
LUX POT SHOP                                 ,414532,6034150760010001,4912 17TH AVE NW STE A        ,                         ,SEATTLE                 ,WA,KING,981074726,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180618,2062459919,
MAGIC TREE COLLECTIVE 206                    ,421151,6032194490010004,350 NE STADIUM WAY  UNIT B    ,UNIT B                   ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180517,2532056372,
MAIN STREET MARIJUANA                        ,414876,6033571610010001,2314 MAIN ST                  ,                         ,VANCOUVER               ,WA,CLARK,986602642,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180524,4259745804,
MAIN STREET MARIJUANA EAST                   ,421805,6035719200010001,16219 SE 12TH ST STE 104      ,                         ,VANCOUVER               ,WA,CLARK,986838905,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180613,0000000000,
MAIN STREET MARIJUANA LONGVIEW               ,421789,6035719210010001,945 WASHINGTON WAY STE 121    ,                         ,LONGVIEW                ,WA,COWLITZ,986324059,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180618,2065520020,
MARGIES'S POT SHOP LLC                       ,413414,6034303690010001,405 E STUEBEN                 ,                         ,BINGEN                  ,WA,KLICKITAT,986050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180608,5094930441,
MARI J'S HIGHWAY POT SHOP                    ,414893,6033584010010002,9506 19TH AVE SE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982083801,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180108,2065506021,
MARI MART                                    ,422298,6035771400010001,24090 NE STATE ROUTE 3 STE I  ,                         ,BELFAIR                 ,WA,MASON,985289665,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180702,3602751181,
MARIJUANA CLUB 99                            ,415674,6035871190010001,1215 N LAKE SAMISH DR STE 2   ,                         ,BELLINGHAM              ,WA,WHATCOM,982299310,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180510,2533208712,
MARIJUANA CLUB 99                            ,421982,6035871190010002,12631 HIGHWAY 99 STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982048545,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180605,2533208712,
MARIJUANA CLUB 99                            ,426895,6035871190010004,12631 HWY 99 STE A            ,                         ,EVERETT                 ,WA,SNOHOMISH,982040000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180605,2066943045,
MARIJUANA MART                               ,413370,6033519760010001,1405 YELM AVE E               ,                         ,YELM                    ,WA,THURSTON,985979480,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20150520,3604801912,
MARIJUANA MART                               ,419640,6033519760010002,6039 SW 197TH AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985799250,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171007,3608587188,
MARIJUANA MART                               ,420400,6033360940010003,530 7TH AVE STE D             ,                         ,LONGVIEW                ,WA,COWLITZ,986320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3607891364,
MARIJUANA MART                               ,422450,6033513410010003,405 E UNION ST                ,                         ,CENTRALIA               ,WA,LEWIS,985313759,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171023,3607891364,
MARLEY 420                                   ,420889,6030644390010002,16204 SE 272ND ST             ,STE 1                    ,COVINGTON               ,WA,KING,980428213,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171229,2067147733,
MARY JANE                                    ,415652,6034779210010001,13513 NE 126TH PL SUITE C     ,                         ,KIRKLAND                ,WA,KING,980340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180119,4252996565,
MARY JANE'S                                  ,417646,6041385610010001,2829 N MARKET ST              ,                         ,SPOKANE                 ,WA,SPOKANE,992075553,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180606,5098554485,
MARY JANE'S HOUSE OF GRASS                   ,422158,6034341890010002,8312 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986642007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180611,3603357823,
MARY JANE'S HOUSE OF MARIJUANA               ,413844,6033550730010002,245 6TH ST                    ,                         ,WASHOUGAL               ,WA,CLARK,986712123,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131220,3609312169,
MARY JANES                                   ,414864,6041405300010001,1037 W MARINA DR              ,                         ,MOSES LAKE              ,WA,GRANT,988372635,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180627,5098554485,
MARY MART                                    ,415037,6033576040010003,3005 6TH AVE STE B            ,                         ,TACOMA                  ,WA,PIERCE,984066202,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170112,2533271675,
MARY MART INC                                ,424311,6036229840010002,3002 6TH AVE STE 100          ,                         ,TACOMA                  ,WA,PIERCE,984066203,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180629,2539614231,
MARY'S FINEST MARIJUANA                      ,415325,6033022670010002,12230 AURORA AVE N STE B      ,                         ,SEATTLE                 ,WA,KING,981338033,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170929,2066438576,
MBER CORP                                    ,422897,6033388090010007,21635 PACIFIC HWY S STE C     ,                         ,DES MOINES              ,WA,KING,981987703,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2063559355,
MBER CORP                                    ,422974,6033388090010008,1520 STURGUS AVE S APT A      ,                         ,SEATTLE                 ,WA,KING,981443520,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160406,2063559355,
MBER CORP                                    ,422975,6033388090010009,1520 STURGUS AVE S APT A STE B,                         ,SEATTLE                 ,WA,KING,981443520,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160406,2063559355,
MEDIBLE MIKES                                ,415556,6033626040010001,000 MYRA RD                   ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993620000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,5093083959,
MILLER'S MARIJUANA                           ,415001,6033581030010001,5675 STATE ROUTE 12 STE 1     ,                         ,ELMA                    ,WA,GRAYS HARBOR,985410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171208,3604709265,
MISTER BUDS                                  ,414735,6021513210010001,536 MARINE DR STE B           ,                         ,PORT ANGELES            ,WA,CLALLAM,983632230,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3607971966,
MJ LONG                                      ,414789,6035718900010001,RETAIL TITLE CERTIFICATE      ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982717227,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180514,3016336086,
MJ SUCCESS LLC                               ,422822,6036041770010001,304 PINE STREET               ,                         ,OAKVILLE                ,WA,GRAYS HARBOR,98568    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3604703051,
MJ'S POT SHOP                                ,415314,6034563770010001,1335 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991636408,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180103,5093321011,
MJA  DISTRIBUTION                            ,414659,6033575490010002,300 19TH AVE                  ,                         ,SEATTLE                 ,WA,KING,981225736,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2068606885,
MODERN CREATIONS                             ,414227,6033573650010001,31140 PACIFIC HWY S           ,                         ,FEDERAL WAY             ,WA,KING,980033807,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160408,2064657550,
MODERN CREATIONS                             ,422951,6033573650010006,10825 MYERS WAY S STE 200     ,                         ,SEATTLE                 ,WA,KING,981681367,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170209,2064657550,
MODERN CREATIONS                             ,424430,6033573650010007,3014 S 320TH ST               ,                         ,FEDERAL WAY             ,WA,KING,980035421,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180621,2064657550,
MOLECULE                                     ,072413,6035831590010001,51 MORGAN ST UNIT A           ,                         ,DAVENPORT               ,WA,LINCOLN,991229553,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180314,5092279683,
MOLECULE                                     ,426443,6035831590010006,206 MORGAN ST                 ,                         ,DAVENPORT               ,WA,LINCOLN,991225178,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180621,5092279683,
"MORE STEPS, LLC                              ",422718,6035719190010002,909 E FRANCIS AVE  STE C      ,                         ,SPOKANE                 ,WA,SPOKANE,992083640,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,3016336086,
"MOUNT BAKER RETAIL PARTNERS, LLC             ",422361,6033568920010005,1209 HWY 281 SPUR SUITE K     ,                         ,QUINCY                  ,WA,GRANT,988489510,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180105,4257530673,
"MOUNT BAKER RETAIL PARTNERSHIP,LLC           ",422981,6033568920010001,12539 E MARGINAL WAY S STE C  ,                         ,TUKWILA                 ,WA,KING,981682560,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180619,4257530673,
MOUNT VERNON CANNABIS                        ,422796,6035584490010006,17929 STATE ROUTE 536         ,STE B                    ,MOUNT VERNON            ,WA,SKAGIT,982733216,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171127,3608994428,
MR. BILLS OF BUCKLEY                         ,413980,6034052370010001,29297 HWY 410 E STE D         ,                         ,BUCKLEY                 ,WA,PIERCE,983218482,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170414,2533835855,
MR. BILLS OF BUCKLEY                         ,424751,6034052370010002,29393 STATE ROUTE 410 E STE D ,                         ,BUCKLEY                 ,WA,PIERCE,983219424,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180413,3607617540,
MR. BUD'S LLC                                ,417949,6041366620010002,9823 15TH AVE SW UNIT D1      ,                         ,SEATTLE                 ,WA,KING,981062847,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20180410,2066128710,
MR. DOOBEES                                  ,415206,6034123630010001,2870 OCEAN AVE                ,TAYLOR PARK BLDG #4      ,RAYMOND                 ,WA,PACIFIC,985774926,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161215,3608758016,
MR. DOOBEES                                  ,424190,6034123630010003,1410 40TH ST                  ,                         ,SEAVIEW                 ,WA,PACIFIC,986442037,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180718,3608758016,
MR. GREEN JEANS                              ,414973,6035781100010001,4316 NE 399TH ST              ,                         ,LA CENTER               ,WA,CLARK,986294627,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170830,3609034055,
MUFFYS POT SHOP                              ,413930,6033593550010001,3134 E HIGHWAY 101 SUITE A    ,                         ,PORT ANGELES            ,WA,CLALLAM,983629074,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180118,3608082532,
MUKILTEO CANNABIS CO                         ,421952,6035764680010001,11012 MUKILTEO SPEEDWAY #A    ,                         ,MUKILTEO                ,WA,SNOHOMISH,982755400,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170803,2534595741,
NATURAL BLESSING                             ,417471,6034145890010002,12811 CANYON ROAD EAST  STE 3 ,SUITE 3                  ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160713,2066817241,
NATURAL BLESSINGS LLC                        ,423390,6034145890010003,17024 PACIFIC AVE S           ,STE B                    ,SPANAWAY                ,WA,PIERCE,983874940,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180621,2066817241,
NATURAL GREEN                                ,421687,6035707080010001,51 MORGAN ST UNIT B           ,                         ,DAVENPORT               ,WA,LINCOLN,991220000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180709,2062269725,
NATURAL HEALTH COLLECTIVE                    ,421502,6032849690010002,6020 PACIFIC AVE SE STE M     ,                         ,LACEY                   ,WA,THURSTON,985031319,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151215,3602393363,
NATURALLY GREEN CARE CENTER                  ,357353,6031533890010004,RETAIL TITLE CERTIFICATE      ,                         ,WINLOCK                 ,WA,LEWIS,985969750,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180511,2532731260,
NATURE'S GIFTS                               ,414181,6033561890010002,755 W WASHINGTON ST STE C     ,                         ,SEQUIM                  ,WA,CLALLAM,983823272,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171117,3607971993,
NATURES RECREATIONAL CENTER                  ,421562,6041296190010001,3833 PACIFIC AVE STE 3-C      ,                         ,TACOMA                  ,WA,PIERCE,984187897,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180705,2535721500,
NEW VANSTERDAM                               ,413732,6033524150010002,6515 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986617455,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180726,3605974739,
NEXT STEPS                                   ,421698,6035719190010001,2804 E 30TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234782,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180208,5202508988,
NIMBIN FARM                                  ,415658,6031887750010002,10859 1ST AVE S STE A         ,                         ,SEATTLE                 ,WA,KING,981681309,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180613,2532617600,
NIRVANA CANNABIS COMPANY                     ,422329,6033591910010004,930_ VALLEY MALL PKWY         ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988024402,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180306,5098082361,
NIRVANA CANNABIS COMPANY                     ,422498,6033591910010006,210 CHARDONNAY AVE STE D      ,                         ,PROSSER                 ,WA,BENTON,993509529,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170518,5098082361,
NIRVANA CANNABIS COMPANY                     ,422507,6033591910010005,11980 W SUNSET HWY STE A      ,                         ,AIRWAY HEIGHTS          ,WA,SPOKANE,990019403,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180430,5098082361,
NIRVANA CANNABIS COMPANY                     ,424951,6033591910010007,4950 ARENA RD                 ,                         ,RICHLAND                ,WA,BENTON,993527857,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171115,5098082391,
NORMAL HIGH                                  ,417659,6033608090010003,774 WATER ST STE C            ,                         ,CHINOOK                 ,WA,PACIFIC,986141345,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140311,3602449218,
NORTH BAY MARIJUANA                          ,413407,6033496500010002,211 E NORTH BAY RD            ,STE B                    ,ALLYN                   ,WA,MASON,985240000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,3608014269,
NORTHWEST CANNABIS                           ,413996,6042776010010001,1411 E OLIVE WAY              ,                         ,SEATTLE                 ,WA,KING,981222127,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180724,4256985381,
NORTHWEST CANNABIS CONNECTION                ,415227,6032284040010001,9506 CANYON RD E              ,                         ,PUYALLUP                ,WA,PIERCE,983716302,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160729,2532123000,
NORTHWEST CANNABIS CONNECTION                ,423492,6032284040010003,11522 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983734360,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180719,2537209769,
NORTHWEST COLLECTIVE                         ,421490,6032767240010003,9326 KIMMIE ST SW STE B       ,                         ,OLYMPIA                 ,WA,THURSTON,985129119,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180117,3609156071,
NSK CANNABIS                                 ,413676,6033549100010001,350 NE STADIUM WAY UNIT A     ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170919,2532056372,
NSK CANNABIS                                 ,425584,6033549100010005,1212 N GRAND AVE              ,                         ,PULLMAN                 ,WA,WHITMAN,991633427,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180719,2069308577,
NW CHRONICLES                                ,415634,6031036620010001,12402 134TH AVE KPN           ,STE A                    ,GIG HARBOR              ,WA,PIERCE,983295544,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180424,2535740955,
NXNW RETAIL LLC/CANNABIS & GLASS             ,082587,6033510980010007,9403 E TRENT AVE              ,                         ,MILLWOOD                ,WA,SPOKANE,992064218,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180601,5093096974,
OCEAN GREENS                                 ,413372,6033509090010001,9724 AURORA AVE N             ,                         ,SEATTLE                 ,WA,KING,981033223,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171013,2062299893,
OLD TOBY                                     ,413551,6033332780010001,391 NW STATE AVE STE 1        ,                         ,CHEHALIS                ,WA,LEWIS,985321637,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170901,3604853255,
ONE LOVE COLLECTIVE                          ,421910,6034929270010001,RETAIL TITLE CERTIFICATE      ,                         ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180514,2062278088,
ONE LOVE COLLECTIVE                          ,422107,6034929270010002,21236 84TH AVE S              ,                         ,KENT                    ,WA,KING,980320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180228,2062278088,
ONE STOP POT SHOP                            ,422521,6010374750010001,416 E 1ST ST                  ,                         ,PORT ANGELES            ,WA,CLALLAM,983623112,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160318,3607750745,
ORCAS ISLAND CANNABIS                        ,420390,6033043440010001,1533 MT BAKER RD              ,                         ,EASTSOUND               ,WA,SAN JUAN,982450000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180620,3603175704,
ORIGINS                                      ,425507,6035624390010008,16390 CLEVELAND ST            ,                         ,REDMOND                 ,WA,KING,980524314,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180524,2069223954,
ORIGINS CANNABIS                             ,421417,6035624390010002,1416 SW ROXBURY ST STE B      ,                         ,SEATTLE                 ,WA,KING,981062851,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161006,2065511309,
